invoice_id,account_id,invoice_date,amount,status
9671446,201117,2025-08-21 13:31:54,731.8,paid
864607,800274,2025-12-10 04:04:34,529.33,paid
7583108,466834,2025-08-12 10:27:49,690.93,paid
7196057,540233,2025-10-15 16:00:15,23.85,paid
5878319,143122,2025-09-09 18:42:52,33.06,paid
7679161,544215,2025-03-29 22:39:41,589.13,paid
5671520,217404,2025-12-02 11:44:02,44.13,uncollectible
7030869,693331,2025-04-22 16:17:05,32.61,paid
2973836,358368,2025-05-13 11:44:09,49.99,paid
1588353,259726,2025-08-18 16:31:03,48.51,paid
8707909,579749,2025-07-28 15:23:40,55.56,paid
1857500,481953,2025-11-07 09:53:41,6233.66,paid
3621643,991768,2025-07-16 06:06:57,69.24,paid
5553322,486582,2025-05-08 20:23:55,60.7,paid
7346527,563394,2025-11-13 10:39:26,795.7,paid
2451941,779884,2025-10-02 17:43:47,4821.54,paid
107204,393197,2025-11-24 18:09:36,771.72,open
8932947,626504,2025-07-27 10:57:54,106.27,paid
3506880,201370,2025-01-25 09:55:25,1013.86,paid
4871838,361379,2025-08-12 10:32:06,790.02,paid
6049126,331536,2025-06-08 13:32:37,56.15,paid
9528924,916037,2025-09-09 03:11:47,35.94,paid
4956579,444888,2025-04-11 14:01:05,687.72,paid
9488125,482349,2025-04-08 15:57:12,87.18,paid
4601838,793847,2025-05-27 18:44:10,639.55,paid
4342482,149930,2025-08-17 14:58:05,963.08,open
59097,416815,2025-12-11 14:07:06,594.99,paid
4209353,572896,2025-02-12 21:18:07,45.22,paid
5659931,181128,2025-04-02 12:01:03,634.52,paid
7068074,935611,2025-01-01 06:58:19,32.75,open
7544033,291292,2025-04-25 08:36:36,553.38,paid
225122,102220,2025-10-05 11:41:57,311.48,paid
9775454,962759,2025-11-09 14:14:53,81.44,paid
7541246,980608,2025-12-30 17:02:43,275.42,paid
1642977,488220,2025-02-22 20:05:00,231.32,paid
7063584,692089,2025-10-15 07:23:04,766.24,paid
8326649,401402,2025-10-26 10:37:08,230.06,paid
4140251,713866,2025-05-14 15:01:18,673.63,paid
4730582,842629,2025-11-04 13:16:48,433.79,open
2902672,189198,2025-04-17 02:03:55,11.61,uncollectible
9465916,669720,2025-10-01 11:56:47,6052.46,paid
2034404,136968,2025-12-20 17:37:52,256.03,paid
48571,209127,2025-06-05 19:09:21,2216.81,void
4536252,364714,2025-01-01 12:42:19,85.69,paid
9112516,280606,2025-05-14 08:47:20,34.29,open
7095968,649882,2025-07-28 18:38:57,77.21,paid
4786732,888943,2025-05-07 11:38:15,35.22,paid
7030407,359748,2025-07-05 15:57:38,604.58,open
7235772,533010,2025-02-10 09:38:27,262.92,paid
4735343,111936,2025-03-10 09:43:03,805.08,paid
2497045,349808,2025-10-18 11:28:52,382.43,paid
8207514,640065,2025-02-19 14:07:34,43.65,paid
9534024,169880,2025-05-15 11:21:41,99.06,void
7378996,908690,2025-11-30 03:59:58,847.93,void
3039026,778013,2025-01-07 11:41:25,110.76,paid
6195119,351475,2025-05-29 10:37:47,80.95,paid
2716702,631003,2025-01-29 07:38:17,309.99,paid
9636886,912387,2025-07-19 12:42:12,53.56,paid
7477900,597746,2025-11-11 06:28:54,68.59,paid
461275,404963,2025-10-13 12:57:58,583.06,paid
2156647,620725,2025-01-15 14:29:33,49.08,paid
4494864,852560,2025-12-24 17:44:19,640.82,paid
107361,474008,2025-03-05 13:34:16,834.48,paid
6062827,304212,2025-02-09 14:28:42,82.99,paid
3917192,435506,2025-09-02 11:50:19,473.1,paid
3113532,512181,2025-09-12 13:43:34,478.9,paid
2456699,486582,2025-05-11 18:24:57,70.28,void
9308176,560307,2025-11-30 12:48:02,36.96,paid
1918510,473607,2025-03-07 11:30:08,38.06,paid
4831149,870519,2025-06-07 13:34:57,22.57,paid
8940587,970221,2025-06-16 14:38:41,49.67,paid
6443044,684543,2025-03-16 11:57:29,99.52,paid
7913058,120608,2025-12-25 15:50:21,44.31,paid
4097333,665974,2025-08-22 06:17:23,31.64,paid
9942365,624539,2025-01-09 08:52:04,36.28,paid
7206270,139085,2025-04-14 10:13:41,37.82,paid
4632704,838808,2025-10-01 08:28:17,813.86,open
1456246,334270,2025-03-25 14:34:51,2646.63,paid
6005984,430738,2025-05-02 08:20:56,41.1,void
3611955,479390,2025-08-17 21:21:27,37.5,paid
3151878,113010,2025-04-08 13:04:23,55.52,paid
4552311,176599,2025-10-26 14:01:27,63.33,paid
6669058,493074,2025-08-29 09:31:47,60.38,open
9985146,435261,2025-01-18 16:46:20,1103.52,paid
8259839,556047,2025-07-17 07:38:47,722.77,paid
8609020,318214,2025-10-06 03:40:49,76.18,paid
2692188,908690,2025-04-03 10:41:21,809.46,paid
9013049,996819,2025-08-12 10:42:13,1854.68,paid
8666253,256035,2025-02-23 08:05:17,36.51,paid
5377613,508782,2025-04-21 10:06:54,72.11,paid
1286288,753247,2025-01-09 12:12:25,681.62,open
4229849,169880,2025-02-09 10:47:16,99.45,paid
4579782,412468,2025-08-13 12:37:22,49.88,uncollectible
71002,624539,2025-11-27 13:15:30,33.07,paid
3798011,200865,2025-08-11 03:28:36,264.21,paid
5029745,228280,2025-03-03 07:33:47,554.18,paid
3616590,759736,2025-04-05 17:59:10,506.03,paid
675049,278077,2025-04-13 11:44:40,216.74,paid
3436885,619919,2025-05-02 08:30:24,26.09,open
1231533,402163,2025-08-05 06:48:29,62.36,paid
9099203,772957,2025-07-07 18:41:07,553.84,open
1040155,202107,2025-06-25 22:43:59,716.59,paid
915629,650852,2025-11-07 15:47:53,32.22,paid
6227071,533010,2025-12-08 16:10:49,290.22,paid
6596777,336143,2025-08-18 06:15:35,23.67,paid
5973545,171014,2025-04-17 22:42:02,32.91,paid
4567733,218565,2025-09-01 15:43:13,44.79,void
9398057,692337,2025-11-07 15:14:01,640.62,open
4826496,479390,2025-02-14 16:59:56,33.93,paid
5650489,663857,2025-01-23 22:17:48,2596.57,paid
3516353,418604,2025-06-05 14:56:31,35.15,paid
3803953,451700,2025-05-27 12:27:35,96.76,paid
4481928,416704,2025-05-22 13:47:09,88.9,paid
6509727,847537,2025-07-01 07:33:13,15242.34,paid
184315,499701,2025-02-18 13:53:18,257.15,open
4011454,207018,2025-02-07 06:33:10,34.64,paid
2974254,124671,2025-12-05 17:15:26,455.49,paid
1082674,852560,2025-07-03 10:53:40,678.01,paid
9335861,237570,2025-10-05 09:01:09,318.38,paid
7541908,871334,2025-03-07 10:29:03,107.79,paid
1862154,156588,2025-08-17 14:53:51,292.37,paid
5791244,599502,2025-11-11 14:15:17,58.96,paid
3245564,893855,2025-04-25 14:51:59,36.61,paid
896967,140197,2025-03-11 14:05:04,1462.55,paid
7115160,516677,2025-09-17 12:20:35,234.5,paid
7536657,914996,2025-04-11 10:23:58,672.19,paid
7947117,139085,2025-03-11 13:25:28,34.43,uncollectible
4351702,631589,2025-11-03 09:35:59,507.8,paid
2702158,427620,2025-03-08 18:52:57,674.04,paid
2116023,775527,2025-05-07 09:43:21,2184.07,paid
4650779,417896,2025-04-10 13:43:21,606.76,paid
7396750,768193,2025-07-31 12:01:44,636.73,paid
241518,505397,2025-12-23 10:44:03,93.57,paid
6094654,331536,2025-05-01 14:18:45,64.37,uncollectible
424075,302271,2025-04-18 12:04:40,4665.21,paid
2219755,679023,2025-07-17 13:28:08,35.23,paid
2530383,727732,2025-05-23 21:10:55,47.85,void
2434261,414766,2025-11-08 07:10:30,55.8,paid
6705848,695658,2025-01-23 14:06:07,193.67,paid
4861549,819790,2025-03-21 16:05:00,670.52,paid
9711536,414105,2025-07-27 08:36:07,72.75,open
3439741,769395,2025-07-19 12:26:13,72.03,paid
2499175,302271,2025-12-19 09:12:29,4103.42,paid
6808472,574768,2025-09-18 10:47:07,859.9,paid
9246667,129289,2025-02-09 18:55:21,24.1,paid
8249212,667992,2025-11-07 19:42:56,5381.73,paid
1093507,827874,2025-02-23 09:53:43,59.96,paid
9842127,136409,2025-06-10 13:00:02,84.06,open
1824261,212090,2025-06-01 21:31:03,841.49,paid
5498892,836507,2025-03-31 09:46:24,102.01,paid
6182182,365660,2025-12-27 18:01:17,321.98,paid
5533510,240194,2025-08-01 15:20:06,94.87,paid
7549634,603274,2025-06-22 08:40:13,36.32,paid
8980308,196541,2025-06-29 15:41:53,39.44,paid
2207474,782122,2025-10-09 09:00:39,36.88,paid
6387193,247268,2025-05-14 05:42:37,515.34,paid
2490145,951176,2025-03-16 11:07:05,93.18,paid
5337498,692089,2025-07-11 20:21:52,777.15,void
436224,271313,2025-11-26 08:50:56,961.78,paid
3571157,323646,2025-04-30 09:51:10,629.64,paid
4552771,551545,2025-05-28 08:05:35,35.13,paid
6079740,996819,2025-02-26 21:53:28,1724.0,paid
9466122,457960,2025-07-11 16:36:26,38.65,paid
4050158,662010,2025-05-26 09:25:12,53.17,paid
5150673,729499,2025-01-29 15:44:19,427.43,paid
6443441,696751,2025-07-16 15:06:27,74.8,paid
5051904,663857,2025-04-28 13:11:20,2413.84,paid
7145622,262660,2025-05-18 08:30:03,201.8,paid
5585631,739213,2025-04-07 09:45:49,67.58,paid
2974531,498584,2025-11-24 11:47:46,66.4,paid
3609847,452461,2025-02-13 20:49:49,587.72,paid
2950967,280034,2025-03-10 03:50:32,89.31,paid
4924284,631393,2025-09-21 10:25:21,36.93,paid
6732456,881378,2025-02-04 15:12:06,12.37,paid
5888538,951550,2025-08-21 09:01:53,37.81,paid
2959036,141134,2025-04-01 19:44:58,73.08,paid
8944624,176018,2025-11-12 10:42:28,676.09,paid
4682505,118948,2025-07-19 13:38:47,118.36,paid
4239033,316254,2025-03-02 09:37:41,665.8,paid
9652736,206528,2025-11-22 10:08:10,94.72,paid
6849330,654271,2025-08-08 11:07:55,559.22,paid
5044263,292435,2025-03-19 15:16:08,859.37,paid
6850750,409157,2025-05-08 15:57:54,67.94,paid
8122012,593883,2025-06-09 07:32:12,40.82,paid
1077119,990741,2025-05-28 22:44:45,62.03,void
8731546,507445,2025-08-12 15:29:53,696.5,paid
8723716,993977,2025-06-11 10:21:34,45.6,paid
9792220,288393,2025-10-16 11:09:39,377.82,paid
8152164,259373,2025-12-05 18:36:20,68.24,paid
5647411,970221,2025-09-16 13:12:21,45.51,paid
377448,565930,2025-09-05 07:35:06,698.44,paid
9441117,541269,2025-01-16 07:54:38,222.46,paid
8651899,680171,2025-09-07 11:44:17,77.94,open
6771789,414766,2025-09-05 14:00:32,56.68,paid
8455206,692863,2025-06-26 06:45:09,101.38,open
4181313,787646,2025-07-17 19:11:37,673.65,paid
9054711,988431,2025-01-31 18:56:12,37.56,uncollectible
7087832,819199,2025-06-06 13:44:13,37.86,paid
5849540,550331,2025-10-14 07:04:07,63.45,paid
6723662,301735,2025-11-10 16:00:50,41.53,paid
8169382,342116,2025-08-24 15:23:10,59.97,paid
315451,372607,2025-12-26 09:00:07,535.86,paid
3501883,912127,2025-10-12 14:48:13,1736.83,open
8807465,842629,2025-05-08 16:22:20,422.29,paid
1439958,200865,2025-07-23 15:49:35,298.17,paid
9414506,228499,2025-02-03 06:29:45,30.26,paid
8753208,269728,2025-12-06 19:35:15,3080.94,paid
8649118,950873,2025-09-22 13:42:36,597.26,open
2971317,761571,2025-02-24 06:36:13,54.61,paid
2891174,872833,2025-12-20 12:02:50,33.83,paid
3034392,301453,2025-10-03 17:06:32,59.97,open
5787230,835797,2025-12-13 17:46:23,600.63,paid
8681988,115359,2025-08-11 14:58:47,31.54,void
7603123,553898,2025-01-27 06:12:04,91.93,paid
2115194,452579,2025-10-08 10:48:26,97.4,paid
3704721,775527,2025-02-24 12:05:13,2211.34,paid
3331962,600525,2025-08-22 19:33:14,1313.29,paid
4812315,724051,2025-09-01 04:06:57,308.4,paid
3374176,983961,2025-10-10 13:46:46,481.94,paid
6999935,634053,2025-01-06 18:38:46,2628.65,open
8444862,445354,2025-03-23 15:21:22,74.81,paid
5558482,461906,2025-04-21 12:23:04,52.12,paid
6047000,221718,2025-06-10 12:28:18,50.81,void
5402513,377997,2025-09-01 14:28:41,268.15,paid
9190980,370589,2025-11-04 08:05:18,643.94,paid
3911073,404963,2025-11-07 09:13:45,615.34,paid
4678434,176599,2025-07-21 14:50:43,58.29,paid
4661129,515850,2025-01-08 08:09:43,63.6,paid
5402369,315175,2025-01-20 13:46:21,62.9,paid
2123207,574768,2025-09-09 07:32:36,840.13,open
170819,806501,2025-06-17 11:42:31,445.34,open
8959533,227254,2025-01-03 10:28:52,77.49,paid
4494345,557985,2025-07-01 09:40:25,42.86,void
6787849,133896,2025-02-20 16:31:11,2852.37,paid
3162645,696918,2025-04-16 05:33:13,325.26,paid
4173449,554336,2025-10-03 13:37:48,36.01,paid
4043370,731867,2025-05-01 23:29:23,783.61,paid
2859612,654271,2025-09-05 07:48:39,521.39,paid
3084424,287710,2025-06-15 11:55:37,4009.06,paid
1319023,565218,2025-01-14 20:38:44,3002.22,paid
5323309,563394,2025-12-29 16:57:01,905.97,paid
1028819,785078,2025-05-25 14:37:08,75.14,open
1512896,950543,2025-07-12 13:40:16,35.25,paid
2039625,124671,2025-03-28 07:48:07,426.34,paid
2562927,414766,2025-12-10 14:10:39,56.1,paid
2090255,468400,2025-09-16 15:01:40,5041.13,paid
2342103,292475,2025-05-04 14:06:36,2070.29,paid
872085,219926,2025-01-12 10:28:46,3681.86,paid
9491075,676603,2025-10-05 08:17:13,274.73,paid
5085362,150144,2025-10-02 11:02:40,145.05,paid
8063394,250089,2025-09-25 10:27:37,40.05,paid
9378590,961788,2025-03-16 16:25:18,40.07,paid
8900508,925203,2025-07-11 22:02:59,37.46,paid
4724454,302066,2025-11-23 15:16:50,78.47,paid
2624500,940445,2025-01-24 14:32:06,156.69,paid
4258865,556047,2025-12-08 09:21:57,736.23,paid
9791051,316635,2025-12-16 19:58:25,758.27,paid
182705,983167,2025-10-14 14:06:04,1026.34,paid
6368776,318162,2025-06-18 13:22:52,233.57,uncollectible
5286300,380358,2025-04-07 09:31:40,87.46,paid
1292926,377902,2025-02-27 18:38:03,3913.45,paid
8281795,259984,2025-04-09 09:24:03,1962.06,paid
5364421,184233,2025-09-15 19:55:02,23.77,paid
1244312,114128,2025-12-05 16:02:24,34.16,paid
2301946,170902,2025-05-16 00:55:59,34.9,paid
5623909,950543,2025-05-29 16:37:24,38.07,paid
6470865,705149,2025-06-02 21:04:33,96.76,paid
8737717,768839,2025-08-21 09:42:16,10.33,paid
2978298,862941,2025-08-12 05:50:40,383.12,paid
6652931,797764,2025-11-07 09:08:30,100.6,paid
7851845,248669,2025-03-09 02:17:11,101.15,paid
9289112,822504,2025-08-23 18:44:45,655.53,void
3769505,417896,2025-01-29 13:36:59,594.25,paid
7432572,288150,2025-11-22 12:38:00,326.75,paid
7816908,194570,2025-05-13 16:24:30,32.14,paid
5454432,163603,2025-02-01 16:20:57,35.04,paid
7951463,896894,2025-12-29 09:52:25,1530.4,paid
2520896,941144,2025-12-09 07:09:24,247.34,paid
2111432,541269,2025-04-13 21:43:58,226.3,paid
391486,250089,2025-06-25 13:50:53,41.14,paid
9098963,667992,2025-09-03 14:50:24,4507.38,paid
4521137,228280,2025-06-27 14:05:47,621.76,paid
2664133,314260,2025-09-11 06:08:06,2158.26,paid
8323261,775527,2025-07-09 07:52:22,2476.27,paid
31186,618509,2025-11-02 16:09:42,569.14,paid
4313246,244780,2025-06-12 14:25:08,6135.31,paid
2037533,780194,2025-10-24 16:56:32,1441.15,paid
2088049,140321,2025-08-16 13:14:22,453.09,paid
7448301,136425,2025-01-05 13:57:28,48.63,paid
6147401,289993,2025-06-26 16:41:36,478.02,paid
9966516,216864,2025-08-26 10:52:06,22.83,paid
4702077,917801,2025-12-14 07:39:14,3923.11,paid
8812906,761986,2025-06-07 14:14:02,3167.67,paid
7076202,627910,2025-02-12 13:02:17,95.41,paid
3728291,633095,2025-10-12 10:53:38,1367.24,paid
258023,962759,2025-03-11 11:49:01,70.15,paid
2525616,102347,2025-03-02 21:49:45,634.0,paid
3825334,556479,2025-08-07 11:57:32,72.8,paid
600488,875381,2025-04-23 10:22:21,885.61,paid
9880072,369202,2025-10-29 19:26:46,569.01,paid
3780247,136409,2025-06-11 11:50:14,83.26,paid
1043814,200830,2025-10-30 17:51:44,536.85,paid
8861097,298048,2025-10-21 10:11:06,59.67,paid
1920681,209127,2025-06-06 07:29:14,1848.54,paid
2760581,179049,2025-12-16 09:30:52,380.18,paid
9252460,249442,2025-07-11 15:10:25,4030.75,paid
924158,249442,2025-10-29 09:41:22,3881.3,paid
8158048,687117,2025-02-02 08:39:49,45.15,paid
8618157,318162,2025-11-29 19:25:56,244.48,paid
1803021,430826,2025-09-10 04:50:54,4824.75,paid
3097081,812313,2025-09-07 10:42:04,96.6,paid
9546552,196472,2025-12-16 15:25:55,562.17,paid
6412380,805099,2025-01-25 11:49:43,34.53,paid
3021831,662023,2025-06-21 12:51:27,122.84,paid
6223035,619995,2025-09-06 21:47:12,35.07,paid
8013998,148986,2025-07-12 12:06:39,171.22,paid
2983644,547854,2025-06-12 08:41:29,392.85,paid
4463765,431648,2025-07-07 19:10:55,129.5,paid
7963535,198116,2025-07-22 15:03:20,825.13,paid
1160203,125807,2025-03-07 07:24:06,615.69,paid
2066586,342116,2025-12-26 09:32:20,61.05,paid
1222389,586292,2025-11-25 05:09:00,38.99,paid
7621591,686117,2025-07-05 05:49:50,80.68,void
5498781,705867,2025-04-20 10:59:37,3971.48,paid
6953796,467325,2025-04-10 13:06:00,178.52,paid
1973740,725268,2025-03-14 17:44:09,267.88,paid
7051143,299619,2025-12-20 13:53:02,401.34,paid
8322519,558918,2025-04-19 11:42:40,927.11,paid
2911946,824578,2025-08-03 09:21:48,647.75,paid
1157403,507445,2025-08-13 05:42:14,696.18,paid
4817199,794431,2025-05-26 09:32:55,384.98,paid
8318278,165228,2025-01-21 11:06:55,654.22,paid
5275277,116787,2025-08-16 22:08:34,347.58,paid
5477500,399159,2025-06-17 18:48:02,208.02,paid
1721193,206487,2025-12-08 14:02:58,70.64,paid
802591,359909,2025-11-13 08:20:13,718.66,paid
2380911,329586,2025-08-13 16:59:59,651.84,paid
7805336,302271,2025-10-20 18:13:18,5033.38,paid
696297,440025,2025-02-17 18:04:16,897.45,paid
1074120,259373,2025-07-30 08:54:18,68.74,paid
2807114,374056,2025-09-07 16:51:46,444.31,paid
9981780,252591,2025-11-04 16:46:20,397.71,paid
5911921,874496,2025-05-10 11:28:55,1598.5,paid
8508150,785078,2025-08-08 10:10:47,76.68,paid
7820371,669720,2025-11-15 16:10:54,5070.55,paid
9008368,491257,2025-10-27 11:43:58,691.33,paid
7776690,996360,2025-04-18 08:51:51,92.11,paid
6399339,877896,2025-11-28 11:39:55,74.13,paid
7369737,363409,2025-04-05 08:07:43,678.66,paid
2011787,441844,2025-01-14 13:23:25,676.24,paid
6996288,842629,2025-02-19 08:32:58,467.98,paid
7585074,170902,2025-12-18 09:34:30,36.3,paid
1274106,592265,2025-09-24 15:30:58,56.73,paid
5096332,556047,2025-11-08 12:41:20,702.11,paid
1481044,561350,2025-03-30 12:33:51,508.87,paid
6768519,400628,2025-04-28 13:35:20,36.0,paid
1065829,834134,2025-04-23 09:31:47,40.1,paid
4059711,838808,2025-06-02 16:21:11,668.54,paid
99659,893855,2025-11-07 13:01:20,38.24,paid
9157493,948864,2025-09-09 14:18:42,488.8,paid
7747395,124671,2025-06-14 05:46:28,418.77,paid
8111315,604126,2025-08-27 07:12:30,48.66,paid
6410981,693667,2025-11-25 09:37:40,501.18,paid
7264699,674609,2025-11-14 10:46:15,71.75,paid
4846332,671372,2025-04-01 21:59:27,75.91,paid
2548100,981433,2025-05-31 12:21:13,1737.21,paid
344793,899547,2025-05-14 09:41:19,348.96,paid
5417726,321951,2025-04-01 07:51:08,33.6,paid
1902288,627691,2025-06-14 09:00:30,4054.3,open
1447058,200865,2025-03-28 10:37:05,261.81,paid
8181363,242324,2025-06-19 09:23:52,35.58,paid
1799551,117687,2025-05-30 15:55:22,12663.79,open
1953955,780194,2025-02-19 07:54:07,1434.3,paid
9778714,870377,2025-11-20 07:44:36,41.34,paid
8453772,725693,2025-01-24 20:08:49,273.03,paid
2675100,810858,2025-06-01 11:46:24,235.2,paid
9328395,779156,2025-02-24 08:38:29,614.44,paid
4773212,174373,2025-02-08 19:08:15,499.9,void
2821266,761986,2025-11-23 14:03:51,3238.43,void
1963967,592265,2025-10-16 09:17:45,58.12,paid
8137331,600507,2025-09-08 17:00:53,361.15,paid
4286178,139506,2025-05-06 19:50:11,50.04,paid
7748622,699272,2025-03-06 09:31:59,80.71,paid
5055461,750386,2025-03-12 11:57:12,44.85,paid
4755211,661510,2025-08-30 06:45:14,519.48,paid
5592947,495640,2025-06-17 08:37:56,96.66,paid
2715870,843432,2025-06-10 13:52:25,24.44,paid
5814718,835797,2025-12-12 19:08:22,606.69,paid
2779908,977420,2025-08-26 14:52:20,22.33,paid
3332839,108606,2025-10-08 08:40:38,620.91,paid
4547511,170417,2025-05-06 15:50:06,834.94,paid
273754,189580,2025-12-03 08:56:20,95.74,paid
6618585,980971,2025-06-15 09:50:42,494.63,paid
145682,515718,2025-08-19 06:13:22,388.4,void
1913386,724555,2025-05-27 09:41:39,47.41,paid
7009818,790366,2025-08-14 08:07:50,35.94,paid
5496777,473607,2025-06-11 10:01:01,35.56,void
3446582,966960,2025-02-24 15:20:26,741.2,paid
9284521,950873,2025-06-04 08:38:19,544.64,paid
8461400,320794,2025-06-09 09:48:36,57.02,paid
8400691,713585,2025-01-18 19:35:48,84.81,paid
9133277,685576,2025-07-22 02:02:33,274.91,void
9873603,678569,2025-12-22 22:59:30,801.92,void
7835764,433844,2025-10-14 15:03:43,34.89,paid
2663387,509193,2025-08-28 14:58:49,4019.95,paid
9900851,486582,2025-11-08 14:46:53,67.41,paid
1183862,916616,2025-08-05 08:10:08,1240.34,paid
7763411,335302,2025-11-02 07:59:38,22.52,paid
447912,626504,2025-03-09 09:20:54,107.74,paid
2940745,790366,2025-09-04 13:41:10,37.84,paid
2250203,511470,2025-12-27 16:31:42,4354.81,open
5484172,136425,2025-11-14 19:19:45,48.48,paid
1567447,858842,2025-02-21 13:43:11,398.19,paid
3744213,819199,2025-04-19 11:23:40,33.32,paid
9483715,842629,2025-06-01 14:30:06,485.9,paid
5736312,488457,2025-08-09 12:16:28,67.7,paid
302372,400628,2025-09-02 12:16:37,35.3,paid
8635278,262565,2025-02-21 17:40:46,532.18,paid
1950884,705149,2025-04-04 09:57:25,96.69,paid
4758314,599218,2025-01-31 16:06:47,5817.33,paid
6742836,280606,2025-10-28 08:41:17,37.62,paid
3843393,797764,2025-07-22 14:50:40,93.91,paid
8620254,621013,2025-12-07 10:26:21,33.49,paid
3029426,133243,2025-09-22 04:53:31,22.22,open
6788208,646309,2025-02-06 21:45:41,372.94,paid
9263221,346678,2025-08-28 04:44:47,364.9,paid
9454074,977420,2025-08-27 01:03:30,25.39,paid
425316,606408,2025-07-31 16:43:42,38.35,paid
3651222,164080,2025-04-06 13:06:28,59.98,paid
6088829,708315,2025-05-10 11:06:52,34.74,paid
1566795,952114,2025-12-06 18:14:21,2859.38,paid
2053197,488220,2025-06-30 17:38:37,230.23,paid
8461371,208743,2025-05-10 18:31:12,528.11,paid
8175826,304962,2025-04-13 10:04:58,5885.06,paid
8780447,734573,2025-04-15 12:39:36,616.57,paid
8085405,283866,2025-01-26 08:07:36,3264.04,paid
8654772,914638,2025-06-27 20:58:25,94.51,paid
9891440,451700,2025-08-30 11:04:30,92.38,paid
3512843,533010,2025-03-16 17:05:52,299.6,paid
6891713,837734,2025-11-26 15:58:51,1192.34,paid
2229136,165039,2025-09-30 08:09:36,3733.75,paid
3885607,888943,2025-05-08 07:07:06,36.94,paid
6112915,862941,2025-10-16 19:45:02,398.94,paid
4332635,835797,2025-08-05 11:23:41,574.19,paid
5449573,805850,2025-10-28 05:56:38,419.22,uncollectible
8011581,631003,2025-10-11 18:15:19,313.51,paid
5781,789095,2025-12-16 17:00:10,68.27,paid
7662567,292475,2025-06-30 10:03:10,2416.79,paid
1698034,223459,2025-10-18 15:10:03,78.69,paid
2562921,119663,2025-11-23 14:18:59,3369.78,paid
7326081,212090,2025-04-26 09:02:40,881.67,paid
72792,695829,2025-01-23 12:40:29,54.93,paid
8871308,766913,2025-11-12 19:51:53,501.95,paid
815473,870271,2025-02-27 11:13:44,54.47,paid
6748587,228677,2025-11-20 13:14:36,56.25,paid
4546778,944315,2025-09-28 08:30:56,1509.1,paid
4174409,461906,2025-12-14 13:07:35,48.01,paid
9108306,118279,2025-06-17 14:32:03,569.54,paid
8349532,412644,2025-02-28 21:03:11,64.82,paid
8743780,441792,2025-01-26 09:10:23,764.26,void
6162118,600806,2025-01-16 11:24:16,79.97,paid
2284473,625558,2025-06-28 22:35:56,68.78,paid
7440872,682864,2025-10-30 09:51:08,1329.3,paid
7528659,540115,2025-07-07 10:09:06,879.93,paid
7480960,611661,2025-05-06 10:51:46,64.48,paid
581701,409157,2025-07-23 14:47:33,53.97,paid
2090029,143529,2025-03-22 03:46:43,79.41,paid
5144269,675863,2025-01-02 14:10:52,527.46,paid
5749321,228677,2025-11-05 14:32:50,60.71,paid
9047779,603307,2025-06-14 15:55:08,35.62,paid
2856895,247268,2025-06-11 15:46:28,517.24,paid
9240490,847561,2025-08-11 10:54:50,94.09,paid
6074689,491257,2025-09-02 06:50:09,630.49,paid
8653019,975237,2025-09-15 08:42:19,487.34,paid
2423366,646309,2025-05-19 09:47:55,317.17,paid
