account_id,company_name,industry,country,employee_count,signup_date,plan
424962,CloudPeak Systems Labs,Financial Services,Brazil,32,2024-08-23 12:06:56,Growth
369202,Gradient Labs Technologies,Retail,Canada,43,2023-02-07 19:45:36,Growth
136409,NodeSync Systems,Manufacturing,Brazil,9,2025-06-10 11:25:09,Starter
685576,TriggerPoint Digital,Education,Germany,43,2025-07-20 11:48:05,Growth
590704,InfraPoint Digital,Software,Japan,261,2023-10-20 23:31:00,Growth
676397,Keystroke AI Group,Software,Germany,68,2025-04-11 10:53:44,Growth
952105,DataBridge Pro Technologies,Manufacturing,United Kingdom,25,2024-09-26 10:39:55,Growth
531301,ZeroFriction Solutions,Healthcare,Netherlands,3,2023-05-20 20:01:27,Starter
686117,Relay Systems Systems,Retail,Germany,7,2023-05-31 16:50:21,Starter
265516,DataBridge Pro Digital,Logistics,India,16,2025-02-18 18:27:41,Starter
119663,Amplitude Corp Labs,Software,Brazil,122,2025-03-06 13:34:53,Business
440025,DataBridge Pro Partners,Education,France,74,2023-01-16 16:30:54,Growth
839821,WorksiteOS Technologies,Software,United Kingdom,25,2025-08-12 16:27:42,Growth
406504,FlowState Group,Education,Netherlands,450,2025-07-24 19:39:19,Business
591371,NexusOne Technologies,Software,Japan,58,2025-08-30 14:43:05,Growth
592265,NodeSync Group,Healthcare,Japan,20,2025-09-24 14:22:26,Starter
969783,QueryForge Group,Healthcare,Japan,58,2025-08-15 14:05:23,Growth
105266,Axiom Labs Labs,Education,Canada,7,2024-04-28 17:20:43,Starter
362499,InfraPoint Partners,Retail,Netherlands,43,2024-09-01 11:00:17,Growth
227254,Kinetic AI Partners,Software,United Kingdom,6,2024-09-20 13:25:50,Starter
371884,TriggerPoint Partners,Financial Services,France,14,2023-02-15 14:37:54,Starter
439406,LaunchPad HQ Group,Education,Brazil,16,2025-02-23 13:28:31,Starter
271695,HubStack Solutions,Manufacturing,Australia,20,2023-11-17 10:45:20,Starter
295167,StackBase Technologies,Healthcare,Germany,4,2023-08-15 13:32:29,Starter
175483,EdgeFlow Technologies,Software,Australia,440,2024-02-10 20:08:46,Business
900536,Basecamp Analytics Systems,Healthcare,Brazil,4,2025-02-03 15:23:40,Starter
531456,FlowState Technologies,Healthcare,France,7,2024-05-20 20:10:33,Starter
775527,Axiom Labs Systems,Software,France,324,2024-01-27 15:48:29,Business
441844,Deployly Partners,Software,France,97,2023-06-16 03:50:11,Growth
358368,TriggerPoint Analytics,Healthcare,France,9,2023-06-21 10:01:45,Starter
488220,DataBridge Pro Analytics,Software,Brazil,82,2025-02-21 17:47:51,Growth
540658,CloudPeak Systems Systems,Logistics,India,22,2024-07-28 10:04:46,Starter
967279,LaunchPad HQ Technologies,Healthcare,Brazil,9,2024-05-06 11:26:45,Starter
577783,Xenon Analytics Partners,Healthcare,Germany,43,2025-05-05 09:24:35,Growth
253622,Lattice HQ Technologies,Education,Australia,62,2024-12-18 08:52:08,Growth
935611,FlowState Digital,Retail,Netherlands,3,2024-09-26 11:14:02,Starter
255136,Keystroke AI Technologies,Financial Services,United States,10,2024-06-19 06:08:09,Starter
444888,Beacon Software Group,Education,France,88,2024-11-08 15:16:35,Growth
290492,NexusOne Digital,Software,United States,9,2023-02-01 09:28:27,Starter
516432,InfraPoint Analytics,Financial Services,Netherlands,57,2025-05-22 10:47:41,Growth
504080,Catalyst CRM Group,Education,Brazil,6,2023-02-16 16:15:07,Starter
539755,MeshWorks Technologies,Retail,Japan,21,2025-04-12 06:16:09,Starter
481016,Basecamp Analytics Group,Manufacturing,Germany,57,2025-03-21 11:47:32,Growth
136968,QueryForge Technologies,Healthcare,United States,50,2025-01-03 07:40:43,Growth
269555,Gradient Labs Digital,Retail,United Kingdom,110,2024-02-15 07:40:36,Growth
157315,FlowState Partners,Retail,United States,3,2023-07-10 13:25:32,Starter
983167,VaultStream Analytics,Retail,United States,104,2024-08-28 09:43:21,Growth
586841,Lattice HQ Digital,Financial Services,Netherlands,46,2024-03-15 11:44:12,Growth
339830,Catalyst CRM Technologies,Healthcare,Netherlands,297,2025-01-28 13:48:49,Business
606408,Relay Systems Group,Manufacturing,India,17,2025-07-31 13:00:38,Starter
177009,Junction Cloud Partners,Education,Netherlands,19,2024-08-29 06:49:28,Starter
301631,JetMetrics Technologies,Retail,Canada,75,2024-05-27 14:35:42,Growth
567817,Axiom Labs Group,Financial Services,India,16,2024-08-29 11:35:07,Starter
392724,InfraPoint Solutions,Retail,Japan,44,2023-05-20 08:55:20,Growth
610566,Catalyst CRM Digital,Education,Netherlands,52,2025-04-01 11:05:45,Growth
790366,Junction Cloud Analytics,Financial Services,United Kingdom,9,2024-12-15 10:49:05,Starter
365756,ZeroFriction Networks,Manufacturing,Netherlands,4,2025-05-31 10:55:57,Starter
968396,Keystroke AI Digital,Retail,Australia,6,2023-10-10 17:40:07,Starter
486582,Inline Systems Digital,Manufacturing,Germany,8,2024-06-20 11:52:52,Starter
896132,TriggerPoint Solutions,Education,France,8,2024-02-25 15:55:26,Starter
402163,Omnisend Digital,Financial Services,Brazil,8,2024-05-30 17:37:56,Starter
688496,Gradient Labs Partners,Financial Services,France,32,2023-11-29 20:53:11,Growth
118948,Amplitude Corp Systems,Software,Brazil,16,2023-07-05 13:49:30,Starter
454905,Relay Systems Technologies,Education,Germany,6,2023-02-08 14:07:07,Starter
832207,JetMetrics Digital,Software,Netherlands,54,2024-01-12 08:47:19,Growth
449827,HorizonSaaS Group,Healthcare,Canada,175,2025-05-13 10:18:27,Business
122331,InfraPoint Networks,Financial Services,India,8,2025-08-12 14:58:32,Starter
916616,Amplitude Corp Group,Healthcare,Japan,68,2024-11-18 08:33:32,Growth
149930,EdgeFlow Technologies Labs,Logistics,Brazil,104,2024-06-03 20:25:22,Growth
575421,InfraPoint Software,Software,United States,8,2023-11-09 14:53:30,Starter
684543,Beacon Software Technologies,Software,Australia,13,2024-08-15 13:57:25,Starter
196331,Lattice HQ Partners,Manufacturing,United States,58,2024-03-05 12:15:54,Growth
742518,YieldMetrics Labs,Financial Services,Brazil,57,2024-01-27 15:49:25,Growth
518790,NodeSync Technologies,Logistics,Japan,24,2025-08-01 10:07:16,Starter
558639,NodeSync Digital,Manufacturing,United Kingdom,10,2024-01-23 12:18:03,Starter
817805,TriggerPoint Networks,Retail,Japan,49,2023-05-16 13:20:21,Growth
509193,HorizonSaaS Technologies,Retail,India,299,2023-10-13 10:13:37,Business
227569,Inline Systems Partners,Software,Brazil,54,2023-12-13 06:34:07,Growth
686652,QueryForge Digital,Software,United Kingdom,9,2024-04-17 15:24:29,Starter
948864,HorizonSaaS Digital,Financial Services,United States,44,2025-03-19 11:22:59,Growth
370589,NodeSync Partners,Education,United Kingdom,118,2025-02-04 14:36:30,Growth
259984,Unified Ops Technologies,Software,United States,272,2023-02-25 14:10:11,Business
995560,QueryForge Partners,Software,Canada,3,2025-02-21 04:31:28,Starter
236391,Beacon Software Digital,Retail,Canada,416,2023-01-31 13:59:48,Business
291773,Unified Ops Digital,Software,Brazil,19,2024-09-11 15:32:10,Starter
943757,Catalyst CRM Partners,Financial Services,India,47,2024-11-03 13:50:37,Growth
919065,Axiom Labs Technologies,Software,Netherlands,69,2023-12-20 17:57:06,Growth
810060,Momentum Tools Labs,Healthcare,Brazil,11,2024-02-21 13:25:58,Starter
196472,TriggerPoint Software,Retail,India,26,2023-07-15 11:05:50,Growth
693667,TriggerPoint Industries,Software,Brazil,44,2023-11-14 16:49:48,Growth
742834,Beacon Software Partners,Education,France,8,2024-04-23 20:51:09,Starter
847327,HubStack Networks,Healthcare,Germany,84,2023-03-09 11:24:19,Growth
117687,TriggerPoint Holdings,Logistics,France,1247,2024-03-15 20:17:50,Enterprise
761571,PipelineIO Group,Logistics,Australia,23,2024-08-19 14:36:34,Starter
861636,Envoy Platforms Systems,Financial Services,Canada,30,2024-01-31 08:06:30,Growth
551545,Momentum Tools Systems,Logistics,India,3,2023-01-03 07:38:41,Starter
678569,Kinetic AI Analytics,Healthcare,Netherlands,43,2024-10-19 17:19:12,Growth
177341,QueryForge Analytics,Healthcare,Brazil,16,2024-12-22 11:23:47,Starter
646915,NodeSync Analytics,Retail,Germany,63,2025-01-30 08:13:53,Growth
751454,Basecamp Analytics Technologies,Healthcare,Germany,170,2025-06-24 12:35:37,Business
218019,Gradient Labs Analytics,Healthcare,France,6,2025-01-23 17:58:25,Starter
201370,Keystroke AI Partners,Software,United States,41,2023-08-11 14:34:26,Growth
263552,Keystroke AI Analytics,Financial Services,Canada,5,2025-04-23 07:07:18,Starter
451436,PipelineIO Technologies,Retail,United Kingdom,3,2025-04-13 06:18:04,Starter
391164,HubStack Software,Manufacturing,Brazil,16,2023-10-24 08:24:08,Starter
451634,Catalyst CRM Analytics,Software,Netherlands,40,2023-03-19 18:53:23,Growth
727732,LaunchPad HQ Digital,Retail,Brazil,19,2025-05-23 10:53:24,Starter
299049,HorizonSaaS Partners,Healthcare,Canada,14,2023-02-01 09:22:30,Starter
930679,Amplitude Corp Technologies,Education,France,6,2024-08-12 15:26:30,Starter
249013,WorksiteOS Digital,Retail,India,274,2023-12-31 09:03:38,Business
820426,ZeroFriction Software,Healthcare,France,11,2025-05-07 06:11:56,Starter
911267,WorksiteOS Partners,Manufacturing,United Kingdom,378,2025-06-02 10:47:23,Business
216490,WorksiteOS Analytics,Software,Japan,6,2024-09-24 12:03:25,Starter
620725,JetMetrics Partners,Software,Netherlands,4,2024-07-14 11:53:09,Starter
511107,Deployly Analytics,Financial Services,India,12,2025-03-21 03:09:59,Starter
176599,YieldMetrics Systems,Manufacturing,Japan,5,2025-07-21 08:58:35,Starter
493074,YieldMetrics Group,Healthcare,United Kingdom,5,2023-02-02 13:04:34,Starter
216864,Inline Systems Analytics,Healthcare,United Kingdom,11,2023-08-07 07:50:51,Starter
253221,Axiom Labs Digital,Manufacturing,Canada,12,2025-05-31 10:04:48,Starter
248358,DataBridge Pro Solutions,Financial Services,Japan,83,2025-03-30 06:05:23,Growth
792694,Beacon Software Analytics,Software,Canada,77,2025-04-23 11:25:28,Growth
713583,FunnelSoft Systems,Retail,United Kingdom,22,2023-06-01 13:24:41,Starter
979522,Omnisend Partners,Logistics,France,3,2024-06-07 13:45:38,Growth
211963,Gradient Labs Solutions,Financial Services,Canada,35,2023-07-18 11:05:21,Growth
689717,Amplitude Corp Digital,Software,Netherlands,4,2024-10-26 11:32:53,Starter
248542,Xenon Analytics Analytics,Software,Brazil,3,2025-02-06 23:40:53,Starter
599502,NodeSync Solutions,Software,France,22,2023-08-17 13:05:02,Starter
468130,HorizonSaaS Analytics,Retail,India,49,2024-10-30 12:49:01,Growth
457669,Unified Ops Partners,Software,France,383,2023-03-03 09:09:31,Enterprise
665391,Unified Ops Analytics,Manufacturing,United Kingdom,3,2025-02-23 06:51:05,Starter
286547,Gradient Labs Networks,Financial Services,United States,22,2024-04-15 10:10:30,Starter
298652,Lattice HQ Analytics,Financial Services,Canada,91,2023-06-28 11:36:45,Growth
302066,Basecamp Analytics Digital,Financial Services,Japan,15,2023-09-19 09:42:40,Starter
687117,Unified Ops Solutions,Software,France,18,2024-12-14 10:05:51,Starter
228499,NexusOne Partners,Retail,India,3,2023-02-26 11:02:26,Starter
391958,Omnisend Analytics,Financial Services,Netherlands,3,2025-01-23 18:41:19,Starter
467235,FunnelSoft Group,Financial Services,Japan,10,2023-02-09 14:45:32,Starter
842517,NexusOne Analytics,Financial Services,Netherlands,61,2023-12-31 08:13:04,Growth
380358,Relay Systems Digital,Retail,Canada,13,2023-04-03 23:09:26,Starter
962759,QueryForge Solutions,Retail,Germany,6,2024-10-19 19:23:02,Starter
631589,ZeroFriction Industries,Manufacturing,United Kingdom,215,2024-10-20 11:04:20,Growth
415716,ZeroFriction Holdings,Logistics,India,14,2023-12-12 10:02:00,Starter
912127,TriggerPoint Collective,Software,Netherlands,199,2025-05-03 22:54:19,Business
911125,EdgeFlow Technologies Systems,Manufacturing,United States,86,2024-01-17 10:34:30,Growth
250471,JetMetrics Analytics,Financial Services,Netherlands,21,2024-01-03 11:40:44,Starter
868446,Envoy Platforms Group,Logistics,United States,112,2024-10-01 09:00:04,Growth
918351,ZeroFriction Collective,Logistics,Brazil,31,2024-06-17 07:53:10,Starter
285164,NodeSync Networks,Healthcare,Canada,7,2025-05-23 12:35:48,Starter
779156,Axiom Labs Partners,Software,Canada,46,2023-11-29 15:00:22,Growth
143529,Deployly Solutions,Software,Netherlands,22,2025-03-20 12:27:00,Starter
443384,Momentum Tools Group,Healthcare,United Kingdom,10,2023-01-27 14:03:05,Starter
315175,HubStack Industries,Healthcare,Brazil,19,2024-05-01 16:47:49,Starter
901636,TriggerPoint Works,Financial Services,Japan,54,2023-09-07 13:17:54,Growth
352867,Unified Ops Networks,Education,Australia,32,2025-01-17 16:57:48,Growth
806120,Beacon Software Solutions,Retail,Japan,4,2024-01-04 14:19:10,Starter
627691,Beacon Software Networks,Retail,Australia,94,2023-11-28 16:58:05,Business
916037,YieldMetrics Technologies,Retail,United States,10,2025-09-08 12:12:51,Starter
333840,GridLogic Technologies,Retail,India,193,2025-03-17 11:33:53,Business
722460,Beacon Software Software,Manufacturing,United States,5,2023-09-03 13:15:51,Starter
479650,StackBase Digital,Healthcare,Japan,7,2024-06-28 13:39:26,Starter
787021,WorksiteOS Solutions,Software,Brazil,11,2024-05-13 09:14:46,Starter
942304,HubStack Holdings,Manufacturing,United Kingdom,141,2024-08-19 10:44:44,Business
664655,EdgeFlow Technologies Group,Retail,Germany,9,2023-09-10 15:30:58,Starter
995264,Junction Cloud Solutions,Software,United States,18,2024-05-01 10:42:12,Starter
818984,Amplitude Corp Partners,Retail,Brazil,135,2023-10-10 14:54:28,Business
427620,Keystroke AI Solutions,Manufacturing,Australia,92,2024-11-01 14:15:21,Growth
687763,QueryForge Networks,Education,Netherlands,25,2023-09-19 08:45:28,Growth
381513,Kinetic AI Solutions,Manufacturing,United States,3,2023-12-24 11:05:04,Starter
202107,InfraPoint Industries,Software,Germany,31,2025-06-25 14:53:29,Growth
283866,Omnisend Solutions,Software,Brazil,209,2024-06-16 09:08:15,Business
842629,Omnisend Networks,Manufacturing,India,43,2023-04-30 17:23:03,Growth
825599,Beacon Software Industries,Logistics,Brazil,9,2023-12-11 08:11:54,Starter
481021,PipelineIO Digital,Logistics,United States,3,2024-07-16 16:40:33,Starter
386921,QueryForge Software,Software,Canada,78,2023-12-12 19:24:56,Business
996819,Xenon Analytics Solutions,Healthcare,United Kingdom,257,2023-12-07 20:35:38,Business
200865,Deployly Networks,Healthcare,United Kingdom,113,2023-04-18 09:24:46,Growth
684498,Gradient Labs Software,Software,India,166,2024-12-12 10:01:56,Business
445138,Momentum Tools Technologies,Manufacturing,Canada,23,2025-01-10 07:00:20,Starter
894894,VaultStream Solutions,Software,Netherlands,65,2023-09-24 16:55:21,Growth
647019,GridLogic Digital,Education,Brazil,34,2024-08-08 11:59:39,Growth
372180,Beacon Software Holdings,Software,United States,16,2023-02-11 16:27:46,Starter
815996,Junction Cloud Networks,Manufacturing,Japan,114,2025-04-04 16:27:44,Growth
708315,LaunchPad HQ Partners,Retail,Australia,12,2023-10-16 17:34:01,Starter
169880,StackBase Partners,Healthcare,Germany,13,2023-08-19 16:13:21,Starter
970221,QueryForge Industries,Education,Netherlands,10,2023-09-07 11:10:03,Starter
686916,Gradient Labs Industries,Financial Services,India,171,2025-05-28 10:09:31,Business
247268,Amplitude Corp Analytics,Manufacturing,France,41,2024-12-11 19:39:12,Growth
169258,WorksiteOS Networks,Financial Services,India,38,2023-02-13 16:28:38,Growth
499701,Xenon Analytics Networks,Financial Services,Brazil,119,2023-05-30 23:28:42,Growth
981433,Beacon Software Collective,Software,Canada,147,2024-12-12 07:10:56,Business
716836,QueryForge Holdings,Financial Services,Australia,8,2023-07-23 12:15:27,Starter
530957,PipelineIO Partners,Software,Japan,55,2023-11-06 13:52:44,Growth
550131,NodeSync Software,Retail,Germany,91,2024-06-13 00:12:52,Growth
470193,Inline Systems Solutions,Healthcare,Netherlands,14,2023-08-30 07:44:30,Starter
